fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2024-04-13,Scottish Premiership,2023-24,St Johnstone,Kilmarnock,0,2,2,6,2,8,0,0
2024-04-14,Scottish Premiership,2023-24,Ross County,Rangers,3,2,3,17,5,20,1,1
2024-04-17,Scottish Premiership,2023-24,Dundee,Rangers,0,0,2,9,0,11,0,0
2024-04-27,Scottish Premiership,2023-24,St Johnstone,Hibernian,1,3,1,7,4,8,1,1
2024-04-27,Scottish Premiership,2023-24,Livingston,Ross County,2,0,4,5,2,9,0,0
2024-04-27,Scottish Premiership,2023-24,Aberdeen,Motherwell,1,0,10,7,1,17,0,0
2024-04-27,Scottish Premiership,2023-24,Kilmarnock,Hearts,0,0,8,4,0,12,0,0
2024-04-28,Scottish Premiership,2023-24,St Mirren,Rangers,1,2,4,8,3,12,1,1
2024-04-28,Scottish Premiership,2023-24,Dundee,Celtic,1,2,8,8,3,16,1,1
2024-05-04,Scottish Premiership,2023-24,Aberdeen,St Johnstone,1,0,7,4,1,11,0,0
2024-05-04,Scottish Premiership,2023-24,Celtic,Hearts,3,0,17,8,3,25,0,1
2024-05-04,Scottish Premiership,2023-24,Dundee,St Mirren,1,3,4,8,4,12,1,1
2024-05-04,Scottish Premiership,2023-24,Motherwell,Livingston,4,1,6,2,5,8,1,1
2024-05-04,Scottish Premiership,2023-24,Ross County,Hibernian,2,1,5,7,3,12,1,1
2024-05-05,Scottish Premiership,2023-24,Rangers,Kilmarnock,4,1,16,1,5,17,1,1
2024-05-11,Scottish Premiership,2023-24,Livingston,St Johnstone,2,1,4,8,3,12,1,1
2024-05-11,Scottish Premiership,2023-24,St Mirren,Kilmarnock,0,1,8,5,1,13,0,0
2024-05-11,Scottish Premiership,2023-24,Ross County,Motherwell,1,5,8,5,6,13,1,1
2024-05-11,Scottish Premiership,2023-24,Hearts,Dundee,3,0,2,5,3,7,0,1
2024-05-11,Scottish Premiership,2023-24,Celtic,Rangers,2,1,10,5,3,15,1,1
2024-05-12,Scottish Premiership,2023-24,Hibernian,Aberdeen,0,4,8,3,4,11,0,1
2024-05-14,Scottish Premiership,2023-24,Rangers,Dundee,5,2,6,5,7,11,1,1
2024-05-15,Scottish Premiership,2023-24,Kilmarnock,Celtic,0,5,2,9,5,11,0,1
2024-05-15,Scottish Premiership,2023-24,Aberdeen,Livingston,5,1,6,3,6,9,1,1
2024-05-15,Scottish Premiership,2023-24,Hibernian,Motherwell,3,0,8,4,3,12,0,1
2024-05-15,Scottish Premiership,2023-24,St Johnstone,Ross County,1,1,4,4,2,8,1,0
2024-05-15,Scottish Premiership,2023-24,St Mirren,Hearts,2,2,4,3,4,7,1,1
2024-05-18,Scottish Premiership,2023-24,Dundee,Kilmarnock,1,1,4,3,2,7,1,0
2024-05-18,Scottish Premiership,2023-24,Celtic,St Mirren,3,2,11,3,5,14,1,1
2024-05-18,Scottish Premiership,2023-24,Hearts,Rangers,3,3,2,6,6,8,1,1
2024-05-19,Scottish Premiership,2023-24,Motherwell,St Johnstone,1,2,7,3,3,10,1,1
2024-05-19,Scottish Premiership,2023-24,Livingston,Hibernian,1,1,4,9,2,13,1,0
2024-05-19,Scottish Premiership,2023-24,Ross County,Aberdeen,2,2,3,7,4,10,1,1
