fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2023-02-05,Super League Greece,2022-23,Panetolikos,Asteras Tripolis,0,0,1,3,0,4,0,0
2023-02-05,Super League Greece,2022-23,PAOK,Olympiakos,0,0,1,1,0,2,0,0
2023-02-06,Super League Greece,2022-23,Levadeiakos,Volos NFC,0,3,4,1,3,5,0,1
2023-02-11,Super League Greece,2022-23,Giannina,Ionikos,0,0,1,4,0,5,0,0
2023-02-12,Super League Greece,2022-23,Volos NFC,Atromitos,2,1,3,5,3,8,1,1
2023-02-12,Super League Greece,2022-23,Aris,Panathinaikos,1,2,4,5,3,9,1,1
2023-02-13,Super League Greece,2022-23,Olympiakos,Panetolikos,6,1,3,6,7,9,1,1
2023-02-13,Super League Greece,2022-23,AEK,Levadeiakos,3,0,6,2,3,8,0,1
2023-02-13,Super League Greece,2022-23,Lamia,OFI Crete,1,4,6,5,5,11,1,1
2023-02-13,Super League Greece,2022-23,Asteras Tripolis,PAOK,2,2,2,9,4,11,1,1
2023-02-18,Super League Greece,2022-23,Panathinaikos,Volos NFC,2,0,13,0,2,13,0,0
2023-02-18,Super League Greece,2022-23,Asteras Tripolis,Giannina,1,1,0,3,2,3,1,0
2023-02-19,Super League Greece,2022-23,Lamia,Olympiakos,0,3,5,5,3,10,0,1
2023-02-19,Super League Greece,2022-23,Panetolikos,Ionikos,1,0,2,7,1,9,0,0
2023-02-19,Super League Greece,2022-23,PAOK,AEK,2,0,4,9,2,13,0,0
2023-02-20,Super League Greece,2022-23,Atromitos,Levadeiakos,1,0,4,3,1,7,0,0
2023-02-20,Super League Greece,2022-23,OFI Crete,Aris,0,3,4,4,3,8,0,1
2023-02-24,Super League Greece,2022-23,Volos NFC,Lamia,1,1,3,2,2,5,1,0
2023-02-25,Super League Greece,2022-23,Olympiakos,Panathinaikos,0,0,7,2,0,9,0,0
2023-02-25,Super League Greece,2022-23,AEK,Asteras Tripolis,2,0,13,0,2,13,0,0
2023-02-25,Super League Greece,2022-23,Giannina,PAOK,0,0,2,7,0,9,0,0
2023-02-26,Super League Greece,2022-23,Aris,Atromitos,2,1,3,2,3,5,1,1
2023-02-26,Super League Greece,2022-23,Ionikos,OFI Crete,0,2,3,5,2,8,0,0
2023-02-26,Super League Greece,2022-23,Levadeiakos,Panetolikos,0,0,4,3,0,7,0,0
2023-03-04,Super League Greece,2022-23,Asteras Tripolis,Atromitos,1,1,5,6,2,11,1,0
2023-03-05,Super League Greece,2022-23,Olympiakos,Levadeiakos,6,0,7,1,6,8,0,1
2023-03-05,Super League Greece,2022-23,Giannina,Volos NFC,0,1,6,0,1,6,0,0
2023-03-05,Super League Greece,2022-23,Lamia,Aris,2,1,3,7,3,10,1,1
2023-03-05,Super League Greece,2022-23,OFI Crete,AEK,0,3,5,5,3,10,0,1
2023-03-05,Super League Greece,2022-23,PAOK,Ionikos,6,0,9,4,6,13,0,1
