fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2017-02-26,Ligue 1,2016-17,St Etienne,Caen,0,1,5,2,1,7,0,0
2017-03-01,Ligue 1,2016-17,Bastia,Nantes,2,2,3,7,4,10,1,1
2017-03-03,Ligue 1,2016-17,Bordeaux,Lyon,1,1,5,4,2,9,1,0
2017-03-04,Ligue 1,2016-17,Paris SG,Nancy,1,0,13,2,1,15,0,0
2017-03-04,Ligue 1,2016-17,Metz,Rennes,1,1,3,4,2,7,1,0
2017-03-04,Ligue 1,2016-17,Montpellier,Guingamp,1,1,9,7,2,16,1,0
2017-03-04,Ligue 1,2016-17,Caen,Angers,2,3,4,3,5,7,1,1
2017-03-04,Ligue 1,2016-17,Bastia,St Etienne,0,0,4,4,0,8,0,0
2017-03-04,Ligue 1,2016-17,Dijon,Nice,0,1,6,4,1,10,0,0
2017-03-05,Ligue 1,2016-17,Lorient,Marseille,1,4,5,8,5,13,1,1
2017-03-05,Ligue 1,2016-17,Monaco,Nantes,4,0,5,7,4,12,0,1
2017-03-05,Ligue 1,2016-17,Toulouse,Lille,1,1,3,3,2,6,1,0
2017-03-10,Ligue 1,2016-17,Marseille,Angers,3,0,2,4,3,6,0,1
2017-03-10,Ligue 1,2016-17,Nice,Caen,2,2,6,0,4,6,1,1
2017-03-11,Ligue 1,2016-17,Guingamp,Bastia,5,0,5,8,5,13,0,1
2017-03-11,Ligue 1,2016-17,Monaco,Bordeaux,2,1,10,3,3,13,1,1
2017-03-11,Ligue 1,2016-17,Montpellier,Nantes,2,3,3,5,5,8,1,1
2017-03-11,Ligue 1,2016-17,Nancy,Lille,1,2,5,4,3,9,1,1
2017-03-11,Ligue 1,2016-17,Rennes,Dijon,1,1,1,4,2,5,1,0
2017-03-12,Ligue 1,2016-17,St Etienne,Metz,2,2,4,3,4,7,1,1
2017-03-12,Ligue 1,2016-17,Lorient,Paris SG,1,2,3,9,3,12,1,1
2017-03-12,Ligue 1,2016-17,Lyon,Toulouse,4,0,4,3,4,7,0,1
2017-03-17,Ligue 1,2016-17,Lille,Marseille,0,0,7,8,0,15,0,0
2017-03-17,Ligue 1,2016-17,Metz,Bastia,1,0,4,4,1,8,0,0
2017-03-18,Ligue 1,2016-17,Angers,Guingamp,3,0,8,3,3,11,0,1
2017-03-18,Ligue 1,2016-17,Bordeaux,Montpellier,5,1,5,8,6,13,1,1
2017-03-18,Ligue 1,2016-17,Nancy,Lorient,2,3,8,3,5,11,1,1
2017-03-18,Ligue 1,2016-17,Nantes,Nice,1,1,5,4,2,9,1,0
2017-03-18,Ligue 1,2016-17,Toulouse,Rennes,0,0,5,9,0,14,0,0
2017-03-19,Ligue 1,2016-17,Caen,Monaco,0,3,2,7,3,9,0,1
2017-03-19,Ligue 1,2016-17,Dijon,St Etienne,0,1,3,6,1,9,0,0
2017-03-19,Ligue 1,2016-17,Paris SG,Lyon,2,1,8,10,3,18,1,1
